Line;Source-DE;Target-DE;Generated-Output;Accuracy;Chrf;Source-EN;Base-DE
3376;Eintrag;Einträge;Einträge;1;1.0;Entries index of tables;Einträge Tabellenverzeichnis
3460;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Find Entry;Eintrag suchen
3461;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Find Entry;Eintrag suchen
3487;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Returns TRUE if the current entry in the COMPANY field is quot Sun Microsystems quot ;Gibt TRUE wahr zurück wenn der aktuelle Eintrag im Feld FIRMA gleich quot Sun Microsystems quot ist
3580;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Replaces identical index entries that occur on consecutive pages with a single entry and the page range where the entry occurs;Ersetzt identische Verzeichniseinträge auf aufeinander folgenden Seiten durch einen einzigen Eintrag mit dem Bereich der Seiten auf denen der Eintrag vorkommt
3581;Eintrag;Einträge;Einträge;1;1.0;For example the entries quot View  View  View  quot are combined as quot View  quot ;So werden beispielsweise die Einträge quot Ansicht  quot  quot Ansicht  quot und quot Ansicht  quot als quot Ansicht  quot zusammengefasst
3886;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Insert Unnumbered Entry;Eintrag ohne Nummer einfügen
4573;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Click twice with a short pause in between on an entry to edit its value;Klicken Sie zweimal mit einer kurzen Pause auf einen Eintrag um dessen Wert zu bearbeiten
6071;Eintrag;Einträge;Einträge;1;1.0;Double entries are referenced twice;Doppelte Einträge werden zweimal referenziert
6177;Eintrag;Eintrag;Einträge;0;0.7594936708860759;If the current entry in the Settings list box allows to edit a value you can click the Edit button;Wenn der aktuelle Eintrag im Listenfeld quot Einstellungen quot das Bearbeiten eine Wertes erlaubt können Sie auf die Schaltfläche quot Bearbeiten quot klicken
7138;Eintrag;Einträge;Einträge;1;1.0;You can make new entries and deletions;Sie können hier neue Einträge hinzufügen und Einträge löschen
8272;Eintrag;Einträge;Einträge;1;1.0;Colourcoded entries display the result of the filter that is set;Eine farbige Kodierung der Einträge gibt das Ergebnis des eingestellten Filters wieder
8273;Eintrag;Einträge;Einträge;1;1.0;Green entries do match the filter but cannot be accepted or rejected;Hingegen entsprechen grüne Einträge den Filterkriterien können aber nicht akzeptiert oder abgelehnt werden
8280;Eintrag;Einträge;Einträge;1;1.0;You will see entries for quot PRODUCTNAME Macros quot scripts in the share directory of your PRODUCTNAME installation quot My Macros quot scripts in the user directory and the current document;Sie sehen Einträge für quot PRODUCTNAMEMakros quot Skripte im quot share quot Verzeichnis Ihrer PRODUCTNAMEInstallation quot Meine Makros quot Skripte im Benutzerverzeichnis und das aktuelle Dokument
8297;Eintrag;Eintrag;Einträge;0;0.7594936708860759;;Wählen Sie im Kombinationsfeld den Eintrag Farbverlauf
8485;Eintrag;Einträge;Einträge;1;1.0;You are free to change the items on the menu bar;Die Einträge in der Menüleiste können von Ihnen frei bearbeitet werden Sie können Einträge löschen neue Einträge aufnehmen die Einträge von einem Menü in ein anderes kopieren oder verschieben sie umbenennen usw Die Symbolleisten sind frei konfigurierbar
8674;Eintrag;Eintrag;Einträge;0;0.7594936708860759;button or doubleclick on;oder doppelklicken Sie auf den Eintrag
9125;Eintrag;Einträge;Einträge;1;1.0;Automatically adjusts the entries relative to the length of the line;Passt die Einträge automatisch an die Zeilenlänge an
9136;Eintrag;Einträge;Einträge;1;1.0;Bookmarks are created for all outline paragraphs Tools  Outline Numbering and for all table of contents entries for which you did assign hyperlinks in the source document;Lesezeichen werden für Kapitelüberschriften Extras  Kapitelnummerierung und alle Einträge des Inhaltsverzeichnisses für die Sie Hyperlinks hinterlegt haben erstellt
9883;Eintrag;Einträge;Einträge;1;1.0;Location;Dabei kann es sich um eine Datei eine Verknüpfung oder eine besondere Datenbank handeln Je nach Typ folgen weitere Einträge Ort
10129;Eintrag;Eintrags;Einträge;0;0.75;open context menu of an entry and click; Kontextmenü eines Eintrags
10383;Eintrag;Einträge;Einträge;1;1.0;quot Mer quot returns all entries starting with an quot M quot and ending in quot er quot for example Miller Moller Mather;quot Mer quot findet alle Einträge die mit quot M quot beginnen und mit quot er quot aufhören z B Müller Möller Meier
10448;Eintrag;Einträge;Einträge;1;1.0;Allows you to select more than one item in a list box;Bei Listenfeldern legen Sie fest ob die Benutzer mehrere Einträge auswählen können
10486;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Change this entry in order to assign an expressive label to the control that is visible to the user;Ändern Sie diesen Eintrag um dem Kontrollfeld eine aussagekräftige für den Anwender sichtbare Bezeichnung zu geben
10543;Eintrag;Einträge;Einträge;1;1.0;The entry order in the;Die Reihenfolge der Einträge im Listenfeld
10642;Eintrag;Einträgen;Einträge;0;0.9876543209876544;This event may be linked to a macro for checking entries;Dieses Ereignis kann zur Kontrolle von Einträgen mit einem Makro verknüpft werden
10902;Eintrag;Eintrag;Einträge;0;0.7594936708860759;tab page under;Register als Eintrag unter
11136;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Click to move the selected field up one entry in the list;Klicken Sie hier um das gewählte Feld um einen Eintrag innerhalb der Liste nach oben zu verschieben
11596;Eintrag;Eintrag;Einträge;0;0.7594936708860759;safemodeallowedenvvars;Würde man folgenden Eintrag in der phpini vornehmen
11615;Eintrag;Einträge;Einträge;1;1.0;apachenote is an Apachespecific function which gets and sets values in a requests notes table;apachenote ist eine Apachespezifische Funktion die Einträge in Apaches notes Tabelle setzt und ausliest
11618;Eintrag;Eintrag;Einträge;0;0.7594936708860759;If called with two arguments it sets the value of note notename to notevalue and returns the previous value of note notename;Bei zwei Parametern wird der Eintrag notename auf den zweiten Parameter notevalue gesetzt und liefert den bisherigen Wert zurück
11839;Eintrag;Eintrag;Einträge;0;0.7594936708860759;dbadelete deletes the entry specified by key from the database specified with handle;dbadelete löscht den Eintrag mit dem Schlüssel key aus der durch handle spezifizierten Datenbank
12556;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Entries in the LDAP result are read sequentially using the ldapfirstentry and ldapnextentry functions ldapfirstentry returns the entry identifier for first entry in the result;Die ldapfirstentry Funktion gibt die EintragKennung für den ersten Eintrag im Ergebnis zurück
12573;Eintrag;Eintrags;Einträge;0;0.75;returnvalue count  number of entries in the result returnvalue refers to the details of first entry returnvalueidn  DN of the ith entry in the result returnvalueicount  number of attributes in ith entry returnvalueij  jth attribute in the ith entry in the result returnvalueiattributecount  number of values for attribute in ith entry returnvalueiattributej  jth value of attribute in ith entry;returnvalue count  Anzahl der Einträge im Ergebnis returnvalue bezieht sich auf Einzelheiten des ersten Eintrags returnvalueidn  DN des iten Eintrags im Ergebnis returnvalueicount  Anzahl der Merkmale im iten Eintrag returnvalueij  das jte Merkmal des iten Eintrags im Ergebnis returnvalueimerkmalcount  Anzahl der Werte für das Merkmal im iten Eintrag returnvalueimerkmalj  der jte Wert des Merkmals im iten Eintrag
12575;Eintrag;Eintrags;Einträge;0;0.75;returnvalue count  number of entries in the result returnvalue refers to the details of first entry returnvalueidn  DN of the ith entry in the result returnvalueicount  number of attributes in ith entry returnvalueij  jth attribute in the ith entry in the result returnvalueiattributecount  number of values for attribute in ith entry returnvalueiattributej  jth value of attribute in ith entry;returnvalue count  Anzahl der Einträge im Ergebnis returnvalue bezieht sich auf Einzelheiten des ersten Eintrags returnvalueidn  DN des iten Eintrags im Ergebnis returnvalueicount  Anzahl der Merkmale im iten Eintrag returnvalueij  das jte Merkmal des iten Eintrags im Ergebnis returnvalueimerkmalcount  Anzahl der Werte für das Merkmal im iten Eintrag returnvalueimerkmalj  der jte Wert des Merkmals im iten Eintrag
12578;Eintrag;Eintrag;Einträge;0;0.7594936708860759;List all values of the mail attribute for a directory entry;Liste aller Werte des Merkmals mail für einen Verzeichnis  Eintrag
12581;Eintrag;Eintrag;Einträge;0;0.7594936708860759;ldapgetvalueslen function is used to read all the values of the attribute in the entry in the result entry is specified by the resultentryidentifier;Der Eintrag wird durch ErgebnisEintragKennung Der Eintrag wird durch ErgebnisEintragKennung bestimmt
12588;Eintrag;Eintrags;Einträge;0;0.75;So it is equivalent to reading an entry from the directory;Das entpricht dem Lesen eines Eintrags in einem Verzeichnis
12603;Eintrag;Einträge;Einträge;1;1.0;Those arrays must be of the same size as the link identifier array since the first entries of the arrays are used for one search the second entries are used for another and so on;Diese Arrays müssen die gleiche Größe wie das Array der VerbindungsKennungen haben da die ersten Einträge der Arrays für eine Suche verwendet werden die zweiten Einträge für eine andere Suche und so weiter
14450;Eintrag;Einträge;Einträge;1;1.0;php   basic sequence with LDAP is connect bind search interpret search   result close connection echo h LDAP query test  h echo Connecting  dsldapconnectlocalhost   must be a valid LDAP server echo connect result is ds p if ds echo Binding  rldapbindds   this is an anonymous bind typically   readonly access echo Bind result is r p  echo Searching for snS    Search surname entry srldapsearchds oMy Company cUS snS echo Search result is sr p  echo Number of entires returned is ldapcountentriesdssr p  echo Getting entries p info  ldapgetentriesds sr echo Data for infocount items returned p for i i infocount i echo dn is  infoidn br  echo first cn entry is infoicn br echo first email entry is  infoimail p  echo Closing connection ldapcloseds else echo h Unable to connect to LDAP server  h ;php   Grundlegende Abfolge bei LDAP ist verbinden binden suchen   interpretieren des Sucheergebnisses Verbindung schließen echo h LDAP query Test  h echo Verbindung  dsldapconnectlocalhost   muss ein gültiger LDAP Server   sein echo Ergebnis der Verbindung ds p if ds echo Bindung  rldapbindds   das ist ein anonymer bind   typischerweise nur Lese Zugriff echo Ergebnis der Bindung r p  echo Suche nach snS    Suchen des NachnamenEintrags srldapsearchds oMeine Firma cDE snS echo Ergebnis der Suche sr p  echo Anzahl gefundenen Einträge ldapcountentriesdssr p  echo Einträge holen p info  ldapgetentriesds sr echo Daten für infocount Items gefunden p for i i infocount i echo dn ist  infoidn br  echo erster cn Eintrag infoicn br echo erster email Eintrag  infoimail p  echo Verbindung schließen ldapcloseds else echo h Verbindung zum LDAP Server nicht möglich  h
14520;Eintrag;Einträge;Einträge;1;1.0;Entries marked with  are not implemented yet;Mit  markierte Einträge sind noch nicht implementiert
14642;Eintrag;Eintrag;Einträge;0;0.7594936708860759;If you register a new session variable by using sessionregister the entry in the global scope and the SESSION entry will not reference the same value until the next sessionstart;Wenn Sie darüber hinaus eine neue SessionVariable mittels sessionregister registrieren referenzieren der Eintrag im globalen Bereich und der SESSION Eintrag bis zum nächsten sessionstart nicht den selben Wert gilt nur bis einschließlich PHP
14643;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Ie a modification to the newly registered global variable will not be reflected by the SESSION entry;Dh eine Änderung an der globalen Variablen wird nicht vom SESSION Eintrag widergespiegelt
14769;Eintrag;Einträge;Einträge;1;1.0;Depending on your operating system there are a wide variety of files which you should be concerned about including device entries  dev  or COM configuration files  etc  files and the ini files well known file storage areas  home  My Documents etc;Abhängig vom Betriebssystem gibt es eine große Anzahl Dateien mit der Sie sich befassen sollten inklusive Einträge für Geräte  dev  oder com Konfigurationsdateien  etc  Dateien und die ini Dateien gut bekannte Verzeichnisse  home  My Documents etc
16818;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To remove a scenario from Autodesk  Infraworks click the Remove entry for the scenario;Um ein Szenario aus Autodesk  Infraworks zu entfernen klicken Sie auf den Eintrag Entfernen für das Szenario
17484;Eintrag;Einträge;Einträge;1;1.0;Before running an analysis you should check the process settings and make any adjustments required and make sure that every entry in the Study Tasks pane has a check mark against it;Überprüfen Sie vor dem Ausführen einer Analyse die Prozesseinstellungen nehmen Sie die erforderlichen Anpassungen vor und stellen Sie sicher dass alle Einträge im Fenster Studienaufgaben mit einem Häkchen markiert sind
23202;Eintrag;Eintrag;Einträge;0;0.7594936708860759;When you measure distance in an iPart member on the context menu Select Other is grayed out;Wenn Sie den Abstand in einem iPartElement messen wird der Eintrag Andere auswählen im Kontextmenü abgeblendet
30161;Eintrag;Eintrag;Einträge;0;0.7594936708860759; Highlight DESCRIPTION and then click Move Up once to position it before PART NUMBER and then click OK to return to the Parts List dialog box; Markieren Sie den Eintrag BESCHREIBUNG und klicken Sie dann einmal auf Nach oben um ihn vor BAUTEILNUMMER zu positionieren Klicken Sie dann auf OK um zum Dialogfeld Bauteilliste zurückzukehren
30266;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser expand DriveShaft; Erweitern Sie im Browser den Eintrag DriveShaft
30297;Eintrag;Eintrag;Einträge;0;0.7594936708860759;and select Light in the Shadow Settings dropdown;und wählen Sie in der DropdownListe unter Schattenrichtung den Eintrag Licht 
30392;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser doubleclick the SectionView entry to make it active; Doppelklicken Sie im Browser auf den Eintrag SectionView um ihn zu aktivieren
30398;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser right click the View entry and select New; Klicken Sie im Browser mit der rechten Maustaste auf den Eintrag Ansicht und wählen Sie Neu
34394;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To create settings right click on the Scenario branch and select from the list;Um Einstellungen zu erstellen klicken Sie mit der rechten Maustaste auf den Zweig Szenario und wählen einen Eintrag aus der Liste aus
36149;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Selection Filters Prescribe which items can be selected and which cannot by checking or unchecking respectively from the Selection Filters list;Auswahlfilter Legen Sie durch Aktivieren und Deaktivieren von Einträgen in der Liste der Auswahlfilter fest welche Elemente ausgewählt bzw nicht ausgewählt werden können
37160;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Complex expressions can also concatenate combine multiple properties into a single entry;Durch komplexe Ausdrücke können außerdem mehrere Eigenschaften in einem einzigen Eintrag verkettet kombiniert werden
38860;Eintrag;Einträge;Einträge;1;1.0;To apply multiple updates instead of one at a time check the box for each entry and then click Install Selected;Wenn Sie mehrere Aktualisierungen gleichzeitig statt jede einzeln anwenden möchten aktivieren Sie das Kontrollkästchen für die gewünschten Einträge und klicken Sie anschließend auf Ausgewählte installieren
43943;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Unless the MCT state variables are explicitly renamed via the UDSESV entry in the bulk data file the MSC Nastran default naming convention for the MCT solutiondependent state variables is SVi where i… of state variables;Soweit die MCTZustandsvariablen nicht explizit über den Eintrag UDSESV in der Massendatendatei umbenannt werden lautet die vorgabemäßige Benennungskonvention in MSC Nastran für die lösungsabhängigen MCTZustandsvariablen SVi wobei i   … die Anzahl der Zustandsvariablen ist
48474;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
48537;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Enter the following lines below the GENUDS entry;Geben Sie die folgenden Zeilen unter dem Eintrag GENUDS ein
48541;Eintrag;Einträge;Einträge;1;1.0;For more information on how these entries should be used in accordance with  refer to the Users Guide;Weitere Informationen dazu wie diese Einträge entsprechend  verwendet werden sollten finden Sie im Benutzerhandbuch
48542;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
48553;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The MATUSR entry above informs MSC Nastran that the stresses and strains from material  are given in terms of the userdefined coordinate system;Der obige Eintrag MATUSR informiert MSC Nastran darüber dass die Spannungen und Dehnungen von Material  im benutzerdefinierten Koordinatensystem festgelegt sind
48833;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The system of units used by the  UserDefined Material Subroutine is defined by the st user material constant listed in the data line following the MATUDS entry;Das Einheitensystem für das benutzerdefinierte MaterialUnterprogramm von  wird durch die erste Benutzermaterialkonstante definiert die in der Datenzeile nach dem Eintrag MATUDS aufgeführt ist
50850;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To remove a scenario from Autodesk  Infraworks click the Remove entry for the scenario;Um ein Szenario aus Autodesk  Infraworks zu entfernen klicken Sie auf den Eintrag Entfernen für das Szenario
51516;Eintrag;Einträge;Einträge;1;1.0;Before running an analysis you should check the process settings and make any adjustments required and make sure that every entry in the Study Tasks pane has a check mark against it;Überprüfen Sie vor dem Ausführen einer Analyse die Prozesseinstellungen nehmen Sie die erforderlichen Anpassungen vor und stellen Sie sicher dass alle Einträge im Fenster Studienaufgaben mit einem Häkchen markiert sind
57234;Eintrag;Eintrag;Einträge;0;0.7594936708860759;When you measure distance in an iPart member on the context menu Select Other is grayed out;Wenn Sie den Abstand in einem iPartElement messen wird der Eintrag Andere auswählen im Kontextmenü abgeblendet
64193;Eintrag;Eintrag;Einträge;0;0.7594936708860759; Highlight DESCRIPTION and then click Move Up once to position it before PART NUMBER and then click OK to return to the Parts List dialog box; Markieren Sie den Eintrag BESCHREIBUNG und klicken Sie dann einmal auf Nach oben um ihn vor BAUTEILNUMMER zu positionieren Klicken Sie dann auf OK um zum Dialogfeld Bauteilliste zurückzukehren
64298;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser expand DriveShaft; Erweitern Sie im Browser den Eintrag DriveShaft
64329;Eintrag;Eintrag;Einträge;0;0.7594936708860759;and select Light in the Shadow Settings dropdown;und wählen Sie in der DropdownListe unter Schattenrichtung den Eintrag Licht 
64424;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser doubleclick the SectionView entry to make it active; Doppelklicken Sie im Browser auf den Eintrag SectionView um ihn zu aktivieren
64430;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser right click the View entry and select New; Klicken Sie im Browser mit der rechten Maustaste auf den Eintrag Ansicht und wählen Sie Neu
68426;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To create settings right click on the Scenario branch and select from the list;Um Einstellungen zu erstellen klicken Sie mit der rechten Maustaste auf den Zweig Szenario und wählen einen Eintrag aus der Liste aus
70181;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Selection Filters Prescribe which items can be selected and which cannot by checking or unchecking respectively from the Selection Filters list;Auswahlfilter Legen Sie durch Aktivieren und Deaktivieren von Einträgen in der Liste der Auswahlfilter fest welche Elemente ausgewählt bzw nicht ausgewählt werden können
71192;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Complex expressions can also concatenate combine multiple properties into a single entry;Durch komplexe Ausdrücke können außerdem mehrere Eigenschaften in einem einzigen Eintrag verkettet kombiniert werden
72892;Eintrag;Einträge;Einträge;1;1.0;To apply multiple updates instead of one at a time check the box for each entry and then click Install Selected;Wenn Sie mehrere Aktualisierungen gleichzeitig statt jede einzeln anwenden möchten aktivieren Sie das Kontrollkästchen für die gewünschten Einträge und klicken Sie anschließend auf Ausgewählte installieren
77975;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Unless the MCT state variables are explicitly renamed via the UDSESV entry in the bulk data file the MSC Nastran default naming convention for the MCT solutiondependent state variables is SVi where i… of state variables;Soweit die MCTZustandsvariablen nicht explizit über den Eintrag UDSESV in der Massendatendatei umbenannt werden lautet die vorgabemäßige Benennungskonvention in MSC Nastran für die lösungsabhängigen MCTZustandsvariablen SVi wobei i   … die Anzahl der Zustandsvariablen ist
82506;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
82569;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Enter the following lines below the GENUDS entry;Geben Sie die folgenden Zeilen unter dem Eintrag GENUDS ein
82573;Eintrag;Einträge;Einträge;1;1.0;For more information on how these entries should be used in accordance with  refer to the Users Guide;Weitere Informationen dazu wie diese Einträge entsprechend  verwendet werden sollten finden Sie im Benutzerhandbuch
82574;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
82585;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The MATUSR entry above informs MSC Nastran that the stresses and strains from material  are given in terms of the userdefined coordinate system;Der obige Eintrag MATUSR informiert MSC Nastran darüber dass die Spannungen und Dehnungen von Material  im benutzerdefinierten Koordinatensystem festgelegt sind
82865;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The system of units used by the  UserDefined Material Subroutine is defined by the st user material constant listed in the data line following the MATUDS entry;Das Einheitensystem für das benutzerdefinierte MaterialUnterprogramm von  wird durch die erste Benutzermaterialkonstante definiert die in der Datenzeile nach dem Eintrag MATUDS aufgeführt ist
84882;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To remove a scenario from Autodesk  Infraworks click the Remove entry for the scenario;Um ein Szenario aus Autodesk  Infraworks zu entfernen klicken Sie auf den Eintrag Entfernen für das Szenario
85548;Eintrag;Einträge;Einträge;1;1.0;Before running an analysis you should check the process settings and make any adjustments required and make sure that every entry in the Study Tasks pane has a check mark against it;Überprüfen Sie vor dem Ausführen einer Analyse die Prozesseinstellungen nehmen Sie die erforderlichen Anpassungen vor und stellen Sie sicher dass alle Einträge im Fenster Studienaufgaben mit einem Häkchen markiert sind
91266;Eintrag;Eintrag;Einträge;0;0.7594936708860759;When you measure distance in an iPart member on the context menu Select Other is grayed out;Wenn Sie den Abstand in einem iPartElement messen wird der Eintrag Andere auswählen im Kontextmenü abgeblendet
98225;Eintrag;Eintrag;Einträge;0;0.7594936708860759; Highlight DESCRIPTION and then click Move Up once to position it before PART NUMBER and then click OK to return to the Parts List dialog box; Markieren Sie den Eintrag BESCHREIBUNG und klicken Sie dann einmal auf Nach oben um ihn vor BAUTEILNUMMER zu positionieren Klicken Sie dann auf OK um zum Dialogfeld Bauteilliste zurückzukehren
98330;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser expand DriveShaft; Erweitern Sie im Browser den Eintrag DriveShaft
98361;Eintrag;Eintrag;Einträge;0;0.7594936708860759;and select Light in the Shadow Settings dropdown;und wählen Sie in der DropdownListe unter Schattenrichtung den Eintrag Licht 
98456;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser doubleclick the SectionView entry to make it active; Doppelklicken Sie im Browser auf den Eintrag SectionView um ihn zu aktivieren
98462;Eintrag;Eintrag;Einträge;0;0.7594936708860759; On the browser right click the View entry and select New; Klicken Sie im Browser mit der rechten Maustaste auf den Eintrag Ansicht und wählen Sie Neu
102458;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To create settings right click on the Scenario branch and select from the list;Um Einstellungen zu erstellen klicken Sie mit der rechten Maustaste auf den Zweig Szenario und wählen einen Eintrag aus der Liste aus
104213;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Selection Filters Prescribe which items can be selected and which cannot by checking or unchecking respectively from the Selection Filters list;Auswahlfilter Legen Sie durch Aktivieren und Deaktivieren von Einträgen in der Liste der Auswahlfilter fest welche Elemente ausgewählt bzw nicht ausgewählt werden können
105224;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Complex expressions can also concatenate combine multiple properties into a single entry;Durch komplexe Ausdrücke können außerdem mehrere Eigenschaften in einem einzigen Eintrag verkettet kombiniert werden
106924;Eintrag;Einträge;Einträge;1;1.0;To apply multiple updates instead of one at a time check the box for each entry and then click Install Selected;Wenn Sie mehrere Aktualisierungen gleichzeitig statt jede einzeln anwenden möchten aktivieren Sie das Kontrollkästchen für die gewünschten Einträge und klicken Sie anschließend auf Ausgewählte installieren
112007;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Unless the MCT state variables are explicitly renamed via the UDSESV entry in the bulk data file the MSC Nastran default naming convention for the MCT solutiondependent state variables is SVi where i… of state variables;Soweit die MCTZustandsvariablen nicht explizit über den Eintrag UDSESV in der Massendatendatei umbenannt werden lautet die vorgabemäßige Benennungskonvention in MSC Nastran für die lösungsabhängigen MCTZustandsvariablen SVi wobei i   … die Anzahl der Zustandsvariablen ist
116538;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
116601;Eintrag;Eintrag;Einträge;0;0.7594936708860759;Enter the following lines below the GENUDS entry;Geben Sie die folgenden Zeilen unter dem Eintrag GENUDS ein
116605;Eintrag;Einträge;Einträge;1;1.0;For more information on how these entries should be used in accordance with  refer to the Users Guide;Weitere Informationen dazu wie diese Einträge entsprechend  verwendet werden sollten finden Sie im Benutzerhandbuch
116606;Eintrag;Einträgen;Einträge;0;0.9876543209876544;Some important notes about the entries above;Einige wichtige Hinweise zu den obigen Einträgen
116617;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The MATUSR entry above informs MSC Nastran that the stresses and strains from material  are given in terms of the userdefined coordinate system;Der obige Eintrag MATUSR informiert MSC Nastran darüber dass die Spannungen und Dehnungen von Material  im benutzerdefinierten Koordinatensystem festgelegt sind
116897;Eintrag;Eintrag;Einträge;0;0.7594936708860759;The system of units used by the  UserDefined Material Subroutine is defined by the st user material constant listed in the data line following the MATUDS entry;Das Einheitensystem für das benutzerdefinierte MaterialUnterprogramm von  wird durch die erste Benutzermaterialkonstante definiert die in der Datenzeile nach dem Eintrag MATUDS aufgeführt ist
118914;Eintrag;Eintrag;Einträge;0;0.7594936708860759;To remove a scenario from Autodesk  Infraworks click the Remove entry for the scenario;Um ein Szenario aus Autodesk  Infraworks zu entfernen klicken Sie auf den Eintrag Entfernen für das Szenario
119580;Eintrag;Einträge;Einträge;1;1.0;Before running an analysis you should check the process settings and make any adjustments required and make sure that every entry in the Study Tasks pane has a check mark against it;Überprüfen Sie vor dem Ausführen einer Analyse die Prozesseinstellungen nehmen Sie die erforderlichen Anpassungen vor und stellen Sie sicher dass alle Einträge im Fenster Studienaufgaben mit einem Häkchen markiert sind
